"text","valence","dominance","arousal"
"Tucker was big, even for a third grader, and he was not quite right in a different way than Roy.",0,NA,NA
"Tucker was the oldest boy in the playground, and the one who decided the rules of the game.",0,0,0
"But since his fall the year before, Roy had been shuffling and doing what he was told.",0,0,NA
"""Time out!""",0,1,1
"Time out!"" Chad called, ""We're not ready yet.",0,1,1
"We're not ready yet.",0,0,1
"""No time outs!"" Tucker shouted and continued to climb down the tires.",0,1,1
"Several more boys spewed out after him.",0,0,0
"Roy!",1,1,1
"Roy!"" Chad called, but his voice would only whisper",0,0,1
"He didn't want to be a crybaby, Tucker hated crybabies.",0,0,1
"The rules of the game were that Chad had to keep everyone away from his fort and away from his tumbleweed flag.",NA,NA,NA
"From painful experience, he knew it wasn't going to be as easy as just pretending he was too slow or too weak to do anything.",0,0,NA
"Going down too easy would only make him mad, so Chad reached behind him to grab the five stickers he had managed to collect before the start of the game and readied himself.",NA,1,1
"The boys came in quick from all sides, knocking Chad down, but he managed to roll to his feet and get one sticker off into a boy's arm before being knocked down again.",0,1,1
"Chad strained and pounded the rock into the iron hole until he could smell the dust.",0,1,1
"Baby!",1,1,1
"Tucker was standing over him with the huge tumbleweed held high in the sun.",NA,NA,1
"Penis!",NA,1,1
"You didn't fight!",0,1,1
"Chad tried to tell his arms to lift him and let him reach for the tumbleweed to prove he wasn't a baby to Tucker.",0,0,1
"I'll make you fight.",0,1,1
"Tucker leaned in low and his breath was sour as it blew in Chad's face.",0,0,1
"I'm gonna take the plug out.",NA,1,0
"Then Tucker's face became serious.",0,NA,1
"From his pocket he pulled a small screwdriver, perfect for prying plugs from boy's heads.",1,1,1
"Now Chad's legs and arms and mouth worked, and he was up and running and screaming, ""Roy, go inside! Roy!""",0,1,1
"It smelled like first grade.",1,1,1
"Roy, go inside!",NA,1,1
"Roy!",1,NA,1
"He sprinted for the corner of the building around which Roy had disappeared.",0,1,1
"The door was on that side and Mrs. Rayburn.",NA,NA,0
"Just then a horrible pain stung Chad's cheek and neck and ear.",0,0,1
"The tumbleweed's yellow thorned branches scratched around him as it dug into his face.",0,0,1
"He wished he were there now, even if he did have to sit next to Roy.",0,0,NA
"Tucker made a grab for him but missed it, and Chad heard his shirt rip a little.",0,NA,1
"He ran like only a small boy can run, but he was losing and he wished hard that he could fly.",NA,0,NA
"Roy!",1,1,1
"Chad rounded the corner grabbing the cinder block to help him turn faster just as Tucker came down again with the tumbleweed from behind, and the world slowed almost to a stop.",0,0,1
"Roy stood with the bill of his cap down.",0,NA,0
"His head rose and his eyes focused over Chad's shoulder.",NA,NA,1
"Roy held stickers in his hand like flowers, but he bent looking down and snatched something from the ground.",1,NA,0
"His hand blurred and snapped out as he stood back up.",0,0,1
"Something whined as it spun past Chad's ear, and he heard a sharp, meaty thunk just behind him.",0,0,1
"The rock was too big to fit into the iron hub of the big cable spool, so Chad leaned it against the tumbleweed and slid down off the splintery wood on his belly to admire his handiwork.",1,1,0
"Hey, Roy?",1,NA,NA
"Roy stood expressionless as ever as Chad turned to look.",NA,1,0
"Tucker towered there with a surprised expression and crossed eyes, the tumbleweed in one hand and the screwdriver held up high in the other ready to stab down into Chad's back.",NA,1,1
"A sharp, flat, flint rock split Tucker's forehead and was buried deep and solid like a part of a Halloween costume complete with a drop of blood just starting down toward his nose.",0,0,1
"Tucker dropped down like a jacket from a hook.",0,NA,0
"You ok?",0,0,NA
"It was Roy, and when Chad looked up there was something like his brother there around the eyes.",NA,NA,0
"Yeah.",1,0,NA
"Chad stepped back away from Tucker's open-eyed face.",0,0,0
"""I thought he might stab you."" Roy said and craned his neck forward to look at Tucker's face as the other boys began to crowd around at a respectful distance.",0,NA,1
"I thought he might stab you.",0,1,1
"Do you think he's dead?",0,0,1
"Just then Tucker blinked and began to sob.",0,NA,1
"""Nah."" Chad said, ""We're gonna be in trouble.""",0,0,1
"Nah.",0,0,0
"We're gonna be in trouble.",0,0,1
"""Yeah."" Roy said.",1,NA,1
"Yeah.",1,1,NA
"Suddenly his blank face seemed like the face of a Play Force Soldier or a GI Joe.",0,NA,NA
"Hey, Roy?",1,0,NA
"What?",NA,NA,1
"You suck.",0,1,1
"It was all right.",1,1,0
"The fort was a lone, wooden cable spool like a tall barrel with thick disks on its ends, each the size of a dinner table.",NA,1,0
"What?",0,0,0
"The sufferer says no, only those which cause no pain.",0,NA,0
"And the artist says no, only those which cause the most pain, for those would be the truest memories.",0,NA,0
"So I shall soothe my quarreling selves with a compromise.",1,1,0
"I will not talk of the first time Tasha and I tried any act of sex or sport together.",0,1,0
"I can remember similar things with others.",NA,1,NA
"Is that love?",NA,0,NA
"Probably not.",0,1,0
"But it is something marvelous and rare, which is surely a sign of love.",1,1,1
"If my love for her was the only important thing, I would leave a holo of her with a note: ""Dear Future, this is Tasha Cortez.",1,1,1
"""Dear Future, this is Tasha Cortez.",1,NA,0
"You loved her.",1,NA,NA
"With warmest regards, Your Past.""",1,1,1
"Enough.",0,1,1
"Tasha and I walked through The Sleeping Flamingo together, and I decided to buy it.",1,1,1
"Mama kept her mink jacket, a family hand-me-down, safe from time in a stopbox, and lent the capturador to my uncle for his stamp collection.",1,1,0
"Then --",NA,NA,0
"This is not easy.",0,0,0
"I stand up, I walk around, I pretend someone makes a vid about a writer and I must enact every cliche.",0,NA,0
"But I have learned something: writing trivializes.",NA,1,0
"The Tasha who was is not the Tasha in this file.",NA,0,0
"The Tasha in this file is not even the Tasha I loved and thought I knew.",0,0,NA
"The Tasha in this file would walk through a net show in half an hour, including commercials, and just before an ad for Figuero's Flash Diapers -- Keeps Baby Driest!",0,0,0
", she --",NA,NA,0
"Tasha is not the whole of what happened on Vega IV.",0,0,0
"I must also write about Emiliano Gabriel Malaquez.",NA,1,NA
"Future Self, you know our style well enough to tell that time has passed between the last sentence and this.",1,1,NA
"I have been re-reading all our favorite books --",1,1,1
"Published in Double Feature by Emma Bull and Will Shetterly (NESFA Press, 1994).",1,NA,NA
"But neither of us care to dwell on such boring subjects, do we?",1,1,NA
"I want to pick up with Tasha and me walking about The Sleeping Flamingo, and then, for the sake of literary convenience, to say that from a corner of the yard I saw a neighboring house, and the sight filled me with darkest forebodings.",0,0,1
"But the truth is that Tasha pointed it out from the one place where it could barely be seen, and I only felt envy that it had been designed by someone with understated good taste.",0,1,1
"""Who lives there?""",NA,0,NA
"I asked.",NA,1,0
"""No one,""",0,1,NA
"""No one,"" Tasha replied.",0,1,0
"Sometimes they would let us little ones to seal a treasured toy or a last piece of birthday cake until we begged them for its release, usually a few hours after enclosing it.",NA,0,NA
"Truth is always more boring than fiction.",0,1,0
"For Malaquez did not move into Dream's End until four or five months after I -- we?",0,0,0
"how does one speak to one's future self?",NA,NA,1
